내용링크,이름,카테고리,브랜드,브랜드_한글,성별,평점,리뷰수,태그,좋아요 수,조회수,구매수,인기 나이,인기 성별,가격,리뷰1,리뷰2,리뷰3,리뷰4,리뷰5,리뷰6,리뷰7,리뷰8,리뷰9,리뷰10
https://www.musinsa.com/app/goods/2542410?loc=goods_rank,"
로건 쿨 링클 루즈핏 반팔 셔츠 - 5 COL
",셔츠/블라우스,AVANDRESS,(어반드레스),남,4.8,"후기 1,425개 보기",#반팔셔츠#남자셔츠#셔츠#린넨셔츠#코튼셔츠#여름셔츠#캐주얼셔츠,"15,119",11.6만 회 이상,1.1만 개 이상,19~28,남성,"21,080 ~ 25,740원","안에 흰티셔츠랑 코디해서 입기좋아요
색상도 너무이뻐요",핏이랑 색감 모두 너무 이쁘네요 여름에 자주 입을듯,"사이즈 1로 주문 했습니다. 두께감이 엄청 두꺼운편은 아니라 폭염이 아닌 이상 괜찮을거 같고, 디자인도 무난해서 코디도 자유롭게 할 수 있어서 좋아요!",바다 갈때 입었는데 너무 이쁘네요 ! 오버핏으로 떨어져서 요즘 스타일에도 너무 잘 맞고 무엇보다 색감 깡패네요 !,부담스럽지않게 자주 입을거같아요! 너무 좋네요~,편하게입기 좋고 딱히 불편한건없음. 그리고 여름에 입을 수 있는 얇은재질이라 좋음,여름 휴가 때 필요해서 샀는데 너무 만족도가 높아요,이 가격에 이 퀄리티 정말 좋네요 여름 잘 보내겠습니다,단정하게 입으려고 구입했습니다. 색감 재질 다 훌륭하네요. 좋은 제품 감사합니다.,좀 두꺼워서 더울것 같지만 가격도 좋고 너무 예뻐요
https://www.musinsa.com/app/goods/2029969?loc=goods_rank,"
[3PACK] 에어쿨링 드라이 기능성 무지 반팔티
",상의,GLIMMER,반소매 티셔츠,"남
여",4.8,"후기 5,611개 보기",#기능성반팔#에어쿨링#반팔#반팔티셔츠#여름반팔티#홈트#홈트레이닝#패키지,"15,228",5.3만 회 이상,2.2만 개 이상,19~28,남성,"20,900원",재구매입니다 가성비 되게 좋은거같네요 흰색도 사서 레이어드로 입어도 좋을거같아요,"땀 때문에 잘 안 달라붙는지는 잘 모르겠고, 통풍도 그닥.. 생각했던 재질이 아니라 조금 실망이네요..","운동하면서 입고 있는데...
착용감도 너무 좋고... 세탁후 건조도 빠르니 너무 좋네요",완전 좋아요. 가성비 짱임 너무 비싼걸 생각하진 마세용 ㅋㅋ,"운동할 때 입을거 찾다가 샀는데 딱 좋네요.
피부에 닿는 느낌이 조금 그렇긴 하지만 크게 나쁘지 않아요.",생각보다 많이 색상도 옷 질감도 좋아서 놀랐네요 굿~,매우 얇으면서도 땀흡수가 잘돼서 이너로 입기 좋아요 잠옷으로도 나쁘지 않고 단독으로 입기엔 젖꼭지가 너무 나오지만 그래도 저렴하게 잘샀네요,기능성 티 많이 사봤는데 가성비좋고 시원해요 택배상태는 좋은편은 아닙니다,"입으면서 편했던점 위주로 후기 올립니다 개인적취향이 반영된후기라 편하게 읽어주세여
재질은 맨들 맨들하니 쫀쫀하며 신축성좋고 튼튼하고 통기성도 좋습니다 넥부분도 늘어남없이 쫀쫀하머 데일로로 입고다니며 매칭 활용성이 좋습니다
무게는 가벼워서 운동용이나 속으로 받쳐입기 좋은거 같습니다 봉제도 튼튼히 잘되어있어요 가성비도 좋고 2023년 여름은 글리머 반팔티와~","운동다녀올 때, 집에서 편하게 입으려고 구매했어요. 원단도 몸에 잘 달라붙지 않고 얇아서 재구매 예정입니다!"
https://www.musinsa.com/app/goods/3321836?loc=goods_rank,"
8/8 배송 
[무료반품]
링클 체크 박시 오버핏 롤업 하프 셔츠 다크 네이비
Wrinkle Check Boxy Overfit Roll up Half Shirt Dark Navy
",셔츠/블라우스,PARTIMENTO,(파르티멘토),남,4.8,후기 584개 보기,#셔츠#긴팔셔츠#반팔셔츠#오버핏셔츠#남자셔츠#여름셔츠#체크셔츠,"6,862",9.8만 회 이상,4천 개 이상,24~28,남성,"28,688 ~ 39,900원",빈티지한 원단감과 시원한 느낌이 너무 좋습니다! 사람이 조금 우아해지는것 같습니다.,주문 폭주로 배송은 한참 기다려서 받았지만 잘 입고있어요 오버핏이라 바람불면 나풀나풀한 핏 연출 가능합니다,배송이 느려서 좀그랬지만 핏은 괜찮고 이쁩니다!,부담스럽지 않은 체크무늬에 가성비로 입기 좋아요,옷 진짜 너무 만족하고 이 가격에 이정도 퀄리티?진짜 말 안 됩니다 근데 확실히 마감이 좀 아쉽긴 한데 가격 생각하면 아무상관 없습니다 근데 다만 사이즈가 생각보다 기장이 좀 더 짧게 나온 것 같아요 원래 L입는데 기장 때문에 M갔더니 기장이 좀짧네요ㅠㅠ L로 살걸,182/83 평소상의 105 사이즈 잘 맞아요~시뤈하고 얇고 안비치고 다 좋은데 35도 할때는 그냥 덥습니다 편하게 입기 좋아요!,핏이 좋어유 운동허는 사람들 은은하게 티내기 좋습니다,팔쪽 기장이 좀 길게 느껴지지만 살짝 걷어서 입으면 될듯하고 엄청 박시하게 나왔네료 참고해서 구입하세요,얇아서 여름에도 입기 좋고 박시한 핏에 색도 촌스럽지 않아서 반팔 셔츠 입기 딱 좋은 디자인인거 같아요,오버핏이라길래 한사이즈 다운해서 가려다가 원래 입는 XL가니까 딱 원한 핏이 나와서 다행이네요
https://www.musinsa.com/app/goods/1954316?loc=goods_rank,"
[무료반품]
[리뉴얼 ver.] 린넨 카라 하프 니트 - 9 COLOR
LINEN COLLAR HALF KNIT
",반소매 티셔츠,SUARE,(수아레),남,4.8,"후기 13,476개 보기",#여름니트#반팔#카라티#남자니트#반팔니트#카라#서머니트#니트컬렉션,"43,037",7.3만 회 이상,1.6만 개 이상,24~33,남성,"20,851 ~ 29,000원",너무 편해요 색감도 사진이랑 똑같고 너무 잘샀습니다 !!,상의 길이가 생각보다 길어서 넣입하기 편하고 넣입하면 깔끔해서 옷이 엄청 예쁩니다!,카라 하프 니트가 하나 있으면 좋겠다고 생각하는 타이밍에 수아레 라이브 할인이 있어서 바로 구매했어요! 일단 얇아서 너무 좋은데 꼭지쓰~도 잘 안보여서 좋았어요 디자인도 어깨 넓어보여서 굳 잘 입을게용,너무 좋슴니당 자주자주 입어요! 여름에 정말 필수템!,"운동하신 분들은 팔통이 좀 끼긴 한데 약간 불편할 수도 있고
끼는거 좋아하는 분은 머슬핏 느낌으로 입으면 돼여
핏은 진짜 이쁘고 바람 숭숭 통하는게 너무 시원해서 좋아용",재질이 시원하고 좋네요 가볍고 좋네요 다른 색상도 구매 하고 싶네요,제가 다른 니트들보다 가장 요즘 많이 입는 니트입니다 좋아요,시보리가 너무 짱짱합니다. 니트 중 가장 만족합니다. 그래서 기장이 좀 더 짧아지는 느낌이지만 얇고 만족합니다. 한 치수 큰거사도 좋을것 같아요,생각한 대로의 색상과 디자인이라 마음에 들어요,카라 반팔티 마음에 드는게 없어서 걱정했는데 나름 얇고 핏도 잘 떨어지네요. 짱구대디 보고 샀는데 잘 산거 같습니다. 니트 느낌보단 얇은 반팔 느낌이네요. 좋습니다. 한 치수 작게 사시는거 추천드립니다
https://www.musinsa.com/app/goods/1884943?loc=goods_rank,"
8/14 배송 
미시간 울버린 피그먼트 반팔티 블랙 차콜
MICHIGAN WOLVERIN PIGMENT OVER FIT TEE BLACK CHARCOAL
",반소매 티셔츠,TRAVEL,(트래블),남,4.8,"후기 22,590개 보기",#라운드티#반팔#반팔티#반팔티셔츠#티셔츠#그래픽티셔츠#그래픽#BESTITEM,"102,246",9.2만 회 이상,3.3만 개 이상,19~28,남성,"25,640 ~ 27,900원",프린팅 이쁘구요 재질도 얇아서 시원하고 편하게 입기 좋아요,"핏이랑 색감 둘 다 이뻐요 진짜 !!
기대하고 산 만큼 정말 이쁜 거 같아요",사이즈도 정말 잘 맞고 핏도 잘 떨어지는게 이쁩니다!,진짜 입기편하고 어디에도 잘어울리는 티셔츠입니당 츄리닝도 잘어울리고 여러가지 다 잘어울림,디자인과 색감이 좋아 구매했는데 맘에 쏙 드네요.입었을때 핏도 괜찮고 잘 어울리네요. 워싱이 들어간듯한 면재질이라 더 예쁜듯 합니다. 잘 입을것 같아요,"제 체형에 입으시는분들은 덩치도 보완되고 몸이 정말 좋아보입니다
색깔이랑 프린팅도 귀엽게 잘 들어가서 휘뚜르마뚜르 입기 너무 좋습니다. 강력 추천드릴께요~","차콜 색감이 이뻐요 프린팅이나 느낌이 빈티지하고 좋어요!

사이즈 크게 입는거 추천이요~",맘에든다고 하네요 그냥 무난하게 입기 좋을거같아요,색감도 좋고 목라인도 짱짱하니 좋네요 잘 입겠습니다.,"색상이 고급지고 사이즈도 넉넉합니다
맘에 든다네요"
https://www.musinsa.com/app/goods/345889?loc=goods_rank,"
8/9 배송 
[패키지] 더블코튼 무지반팔  패키지 KHST1011
Double cotton T-Shirt  KHST1011
",반소매 티셔츠,FP142,(페플),남,4.8,"후기 13,869개 보기",#레이어드#무지반팔#반팔티#티셔츠#페플무지#무지#패키지,"41,374",5.1만 회 이상,4.5만 개 이상,19~28,남성,"28,704 ~ 29,900원",옷감이 탄탄하고 세미오버핏에 단품으로도 이너로도 괜찮아요 목부분도 튼튼해서 잘 안늘어 날거 같아요 근데 생각보다 두께가 있어서 한여름에는 좀 힘들거 같아요,몇번째 재구맨지 모르겠지만 매번 만족하고 입어요,"페플페플하길래 기본티 사봅니다. 팔은 5부인거같고.
이너티로 입으려샀습니다. 가을쯤 후드나 맨투맨 안에 입으면 좋겠네요.
확실히 소재는 짱짱하니 다른것같습니다.
다음엔 기본티사봐야겠네요.","더블코튼이라 두께감이 조금 있기때문에
날씨가 좀 시원해지면 입어야겠어요 :)
제품의 컬리티등은 워낙 유명한 제품이니깐 생략 !!","좋아요 잘 받았습니다 넥라인이 쫀쫀하고 좋습니다
도톰하지만 그래도 핏이 괜찮네요 좀 크게 나왔습니다",생각보다 옷이 두꺼워서 놀랐습니다. 사이즈는 약간 크게 나온 편 같아요,잠옷으로 입기 좋습니다 입고 외출하기에도 부담없구요,핏 좋고 색상도 깔끔하구요. 딱 생각했던거만큼 이쁘네요 !!,"두껍긴 진짜두껍네요..
오래입을수있을것같아요 소매가 좀 길어서 아쉬비",색감 재질 사이즈 모든게 다 완벽 정말 이쁩니다 이런저런 코디에 기본으로 잘 쓰일거 같아요
https://www.musinsa.com/app/goods/3224510?loc=goods_rank,"
[무료반품]
시티보이 빅오버 데님 반팔 셔츠_Washed Black
City Boy Big Over Denim Short Sleeved Shirt
",셔츠/블라우스,LAFUDGESTORE,(라퍼지스토어),"남
여",4.8,후기 535개 보기,#시티보이#셔츠#반팔셔츠#여름셔츠#데님셔츠#데님,"10,104",3.8만 회 이상,4.9천 개 이상,19~28,남성,"27,969 ~ 38,900원",좀 크다. 하지만 마음에 듦. 이것도 마찬 가지로 빨래를 해도 청냄새가 좀ㅠ,옷 색 괜찮고 무난하게 아무옷이랑 매치하기 좋아요,"옥스포드보단 사이즈감 덜 오버핏입니다.
약간의 데님냄새 납니다","딱 좋아요 오버핏으로 입기 좋습니다
무난하게 좋아요 강추합니다",코디도 쉽고 가성비로 아주 좋아요 이쁩니다 추천추천,넉넉해서 편하게 입기 좋아요 막 무겁진 않은 것 같아요!,"이번 여름에 구매한 옷들중에서 가장 마음에 드는 상품인것 같아요. 두께도 적당하고 입었을때 핏도 이쁘게 나오네요.
잘입겠습니다.","한 여름에 단추 잠가서 입긴 힘들 것 같아요
통풍이 잘 안돼서 너무 더워요",생각보다 커서 저랑 비슷한 체형분들은 s 추천드립니다!,핏 너무 이쁘고 디자인도 완전 완전 대만족입니다. 다만 특유의 새옷 냄새가 좀 심하긴 한데 그래도 옷 자체가 너무 이뻐서 충분히 감안하고 입을 만 합니다. 가격대비 대만족입니다. 가성비 갑!
https://www.musinsa.com/app/goods/3095912?loc=goods_rank,"
T-Logo Tee White
",반소매 티셔츠,THISISNEVERTHAT,(디스이즈네버댓),"남
여",4.9,후기 623개 보기,#반팔#남자반팔#여자반팔#남성반팔#여성반팔#반팔추천#티셔츠#LOGO#로고티셔츠#23SS,"13,173",6.9만 회 이상,6.1천 개 이상,23,여성,"22,113 ~ 27,000원",두껍지않고 티셔츠 색도 깔끔하고 디자인도 이쁘고 좋아요.,배송도 빠르고 사이즈도 잘 맞아서 좋습니다 잘 입겠습니다,낄끔한 흰티에 로고 딱 하나 있는게 제잉 이쁘네요👍👍 흰티인데도 속이 안비쳐서 좋아요 엄청 얇거나 시원한 소재는 아니고 그냥 여름 면티 수준이에요 추천합니다!!,디네댓은 그냥 뭐.. 아시잖아요. 문구만 박아도 그 자체로 디자인이 살아난다는거. 취향저격이네요. 너무 좋습니다. 추천드립니다!!,동생 생일 선물로 사줬는데 너무 예쁘다고 맨날 입고 다닙니당 ㅎㅎ 제가 생각해도 너무 예쁘고 핏도 최고인거 같아요,아무래도 하얀티라 비침이 걱정됐는데 안비쳐서 좋아요,"넉넉하게 입으려고 m 주문했는데 편하거 좋아요
팔 들면 속 보이긴 하는데 요것만 주의하면 편하게 입기 좋아요","오 조금 두꺼운 원단이라 한여름엔 더울 것 같구
사이즈는 제 키가 170인데 오버사이즈로 딱 M사이즈가 부해보이지 않고 딱 입니다 !
원단도 두꺼운 만큼 튼튼해서 좋아요 ~~",사이즈 적절하고 재질이 좋아서 오래 입을듯 예쁩니다,사이즈 오버핏하고 원단 튼튼해보이고 세일로 저렴하게 잘 샀습니다!
https://www.musinsa.com/app/goods/3187524?loc=goods_rank,"
[무료반품][젤라비 PICK]
스포츠 클럽 풋볼 져지 블랙
",반소매 티셔츠,FALLETT,(팔렛),"남
여",4.8,후기 505개 보기,#티셔츠#반팔#반팔티#반팔티셔츠#풋볼티#저지#그래픽,"26,187",8.5만 회 이상,5.2천 개 이상,19~28,여성,"31,388 ~ 41,300원",운동 다닐 때 입으려고 샀는데 편하고 힙하고 좋아요,넘넘 맘에 들어요! 딸기우유 색감도 예쁘고 입었을때 핏도 예쁘고! 아예 크게 입고싶어서 라지 했는데 정말 맘에 듭니당 조금 두껍긴한데 모 괜찮아용ㅎ,"사이즈도 잘맞고 예쁘네요
티셔츠가 편하고 좋습니다",예뻐요! 핏도 좋구요 근데 목늘어남이 좀 있네용 ㅜㅜ 그게 아쉬워요,"일본 여행가서 비오는 날 잘 입었슴당 •̀.̫•́✧
포인트 주기 좋은 옷 ㅎㅎ
색깔있는 하의 보다는 무채색 바지 추천 드립니동
특히 검정이나 흑청 !! 잘 어울림둥",빨았을때 빨리 마르고 귀여워요 배송이 많이 늦었지만 만족합니다,"배송적당합니다
옷소재가 넘더운소재입니다
지금 입고 다닐수 있는지 걱정이네요",예뻐요 귀여워요 여름에 입기 좋아요오.......얇아서 시원해요!,"생각보다 얇고 후들후들? 그런 재질이라 여름에 입기 좋아요! 대신 엄청 크니까 유의하시길,,, 핑크색이 완전 딸기우유 색이라 귀여워용","축구하러 왔냐고 놀림받았지만 귀여우니 괜찮아요ㅋㅋ
많이 두껍지 않아서 운동할 때도 괜찮았어요"
https://www.musinsa.com/app/goods/3399607?loc=goods_rank,"
Soccer 티셔츠 - 블랙 / IR9769
SOCCER LS BLACK
",상의,ADIDAS,긴소매 티셔츠,여,4.8,후기 101개 보기,#스커트#삼선#치마#삼선치마#롱치마#프렌치테리#블록코어,"13,390",10.5만 회 이상,750개 이상,19~28,여성,"75,840 ~ 79,000원",Xs-s샀다가 좀 조이는 거 같아서 교환했어요 목이 좀만 더 파였으면 하지만 이쁩니다,블록코어룩 유행해서 그저 좋은 나.. 축구 유니폼 형태의 옷 참 좋아하는데 축구 잘은 몰라도 이런 스타일 마니 나와서 그저 행복,"아 너무너무 영롱합니다 아디다스
특히 카라부분 너무 이뻐서 기절",161 기준으로 엉덩이 절반 정도와요 대신 소매가 생각보다 길지않아서 좀 짧은데 그래도 예쁩니다😊,몸통부분은 신축성 1도 없지만 목 카라랑 손목 시보리는 쫀쫀하고 조금 늘어납니다 사이즈 젤 큰거사길 잘했네요,아디다스 mrc 져지랑 신축성은 똑같아요 축구져지 특성상 적당히 얇아요 봄 가을에 입기 좋아요,생각보다 두께감은 있네요. 툭튀 생각은 안 해도 돼서 좋긴 합니다.,"실측사이즈가 제가 평소에 입는 사이즈라 구매했는데 소매길이도 적당해서 좋네요
다만 엠블럼이 자수인줄알았는데 고무에 프린팅한거더군요
올 자수에 이 가격이면 저렴하다생각해서 납득은 됩니다",완전 맘에 들어요 약간 비치는 재질이고 팔이 짧아요 ㅠ 그대신 품이 넉넉해서 핏은 원하던 대로 나와요! 생각했던 것보다 예뻐요,많은 사람들이 입는 옷이 될 것 같아요. 번화가에사 종종 마주치겠지만 이뻐서 구매했습니다.
